user_id,feedback_text,sentiment,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46,feature_47,feature_48,feature_49,feature_50,feature_51,feature_52,feature_53,feature_54,feature_55,feature_56,feature_57,feature_58,feature_59,feature_60,feature_61,feature_62,feature_63,feature_64,feature_65,feature_66,feature_67,feature_68,feature_69,feature_70,feature_71,feature_72,feature_73,feature_74,feature_75,feature_76,feature_77,feature_78,feature_79,feature_80,feature_81,feature_82,feature_83,feature_84,feature_85,feature_86,feature_87,feature_88,feature_89,feature_90,feature_91,feature_92,feature_93,feature_94,feature_95,feature_96,feature_97
user_1,It was okay,-1,0.005049412311494805,0.9972338115037861,0.9913743104585713,0.21064265735665522,0.4733120872468558,0.8040380553367245,0.15073025005302154,0.23410259105192754,0.19629501291801954,0.8241810309542146,0.5563443238873161,0.6399214097314768,0.13105742350793703,0.17257164380291412,0.29148659987885284,0.9284725596504045,0.7394869955859907,0.9455765179970188,0.08535488747468445,0.8713690142750325,0.3631764571669015,0.9925014172954537,0.6344120579445449,0.25301498614423346,0.7120492223400707,0.600667150958247,0.9107432984344412,0.5496474566201776,0.7619549769308778,0.03707194105528189,0.8734593525148453,0.05230214423607393,0.5600605817026435,0.22343883493555428,0.12328798290531429,0.9173958630082047,0.07264678802094615,0.5914882509640653,0.9692277363275433,0.972066683182314,0.5439889160571406,0.17454325559187134,0.48407984159268913,0.45566559178543464,0.6934813345681714,0.947764411535338,0.09813810834540171,0.6640704340699682,0.8542170151190189,0.2789930796643768,0.847784682250541,0.6425725452015068,0.5411709005943601,0.6553290878677644,0.7795941455613509,0.7224917640942234,0.2190419068889794,0.30300797277677216,0.035071596404585015,0.34155395082251505,0.25596924328402115,0.17528900026308325,0.5206059507221481,0.6747803790073879,0.4266860370571087,0.779885892115765,0.08480706012833072,0.030212481900892874,0.4866700376708397,0.10240775358280507,0.6214741401147418,0.7552372620748701,0.4014944648124371,0.32075153268576817,0.3508432195316279,0.27059724876120783,0.7371287617726383,0.056845377240296036,0.9048093500936822,0.5347778903397359,0.9266359954079169,0.6259697323943755,0.8454844652308714,0.43421467976762695,0.8252821731847436,0.4801625545647733,0.7933822265062505,0.33971934088327915,0.7950627493537975,0.711343296391663,0.4525407267385553,0.110362775135599,0.47944273226483325,0.31654071881937906,0.18031005521988996,0.289491573871,0.9158548304775689
user_2,Excellent!,0,0.6920751312298765,0.3560862932723897,0.9009627203700339,0.542951420146924,0.7549929795928946,0.8031769744864423,0.6418292468992457,0.6659449625188425,0.7273048771122567,0.8491294928745563,0.9192009677610297,0.7337302760243005,0.150947243373441,0.27088225739401117,0.11636373845454528,0.552185828305453,0.29141119948803174,0.7337508199299538,0.7502389108622324,0.08995631617095723,0.7075246542096286,0.9093362025354641,0.04679764421468002,0.6740682559352188,0.6512897829109752,0.5268701328921616,0.7632557589375127,0.23408921138232797,0.5395488975810494,0.1453021533697444,0.7902433885182236,0.7702999053630959,0.5455958517425114,0.22449832246905033,0.9152722689579968,0.918028693809602,0.5342385122860019,0.9524404623206604,0.4266999621509504,0.25275327785587,0.5290975763593759,0.21980913896423704,0.13257841951061689,0.5184864967645678,0.6550123809390661,0.038983223066628825,0.0803259783742154,0.9648714849286163,0.10205435366675131,0.8225399715488393,0.065800054094442,0.7904316767739705,0.7698477995947605,0.6448401838049644,0.2857701066695719,0.40767721198814855,0.19851245370817727,0.4516318029127462,0.04369209434679844,0.24628243769486613,0.8085667827453223,0.44600456468519367,0.7222651859759447,0.7331241773039572,0.4299847895653566,0.7812192238612305,0.8190716410852918,0.9737405179772759,0.1986246798176381,0.4470807263697384,0.03676507109678684,0.9257164351462153,0.8882405993505738,0.48158191670749373,0.8703388035982417,0.604951940762674,0.8880802242451599,0.8172878320917097,0.6951204745640078,0.21703918946332423,0.2813720323401283,0.9750057980165884,0.36766417308309196,0.4347608475033359,0.2843849770408452,0.9937686935019868,0.29619197353677096,0.5237854874221844,0.5830533907734202,0.8850642745286693,0.9555977643880398,0.8955975335278695,0.8598504867027499,0.7983704183514643,0.6376820682391221,0.6346977362510969,0.39770556396269385
user_3,Excellent!,1,0.4121090326148884,0.12122801676822781,0.002334590151454874,0.6303553627686997,0.3572819439780469,0.014035920936800617,0.27431556684082614,0.2606799653161592,0.9937795227818038,0.9803170625184363,0.5662343869791043,0.34319439632053006,0.5621532883219461,0.61296607035309,0.6953670619420226,0.40420773838774715,0.6049907288099605,0.3718552720395407,0.5530208302190612,0.1424990918551946,0.9221600661498797,0.8295593046925046,0.4781790918442309,0.7827922561401408,0.5794272167638723,0.691128251074274,0.4845185051888321,0.3166218245216077,0.934209310935984,0.5022679537262518,0.9883788969466782,0.5060380168741967,0.366076253460748,0.45473574308501974,0.7001960512804158,0.7560856805007217,0.02217295246795381,0.06874000711303041,0.2197833381322939,0.35533289634649856,0.6782273498561207,0.3962788130256846,0.20033721275408345,0.5727376095349593,0.9037280848747229,0.8570252013266255,0.6354557373842535,0.8673016166693794,0.43646772652031185,0.19807553351579765,0.4644536963821848,0.5118285066975393,0.04369872134782715,0.3066256127829118,0.04265714625399408,0.5013508113938554,0.8700915655118548,0.7333975564520205,0.6842636330494576,0.2684725067201631,0.236517092373143,0.6367102064967478,0.7690909189335884,0.5384051494344391,0.3343918992032193,0.3647546617769992,0.516646726433935,0.2589785259889169,0.2773893199525056,0.9180805190953806,0.8563429055191099,0.35401337628849117,0.8053331920602922,0.5345473338822128,0.323473334105848,0.4691646156830581,0.726493100060956,0.9126296583475008,0.7470377573608468,0.8651860818286402,0.1459767947534356,0.337000060456111,0.41811112421237673,0.21246376117876065,0.17585241349973968,0.04678173849306777,0.9143127767607161,0.2811141142023026,0.2440058050564583,0.28081702710987977,0.5541028946272979,0.557628264867395,0.8946835634430652,0.3306777789513694,0.586394394118417,0.29912102904799864,0.9791216444296733
user_4,Could be better,1,0.22610629364373724,0.8259444874834714,0.8159049582188693,0.7139316549531112,0.04755451647630937,0.6262262026618216,0.9255597351517977,0.36921445422055077,0.22500013553899922,0.8062291582859294,0.08544307151595687,0.8540875443623891,0.901076909593522,0.9409252379375433,0.6431853310111282,0.7125118709687979,0.8554530809600999,0.42741156561796545,0.022214323262917723,0.7780501493645947,0.05791911008608053,0.15739901140798163,0.04934499581428531,0.24503467511442967,0.273080282409511,0.10491724590377216,0.2601643225917154,0.6738944799069552,0.454578700552999,0.972851316196571,0.2823208110238702,0.6287468425549931,0.3362306548769556,0.575986474144009,0.30384367950346014,0.4130893729763735,0.2890124288763878,0.9682155525751209,0.006806502590471442,0.0445533309002879,0.4228479406072718,0.730781520872011,0.6634104765284632,0.6131040774974496,0.5117924762013166,0.7459875946679502,0.14683874823747645,0.20493106619640655,0.6963756845793336,0.4858157624418187,0.34783604364168264,0.030757332417308603,0.28868497800974624,0.27740037667544537,0.9457353771766217,0.37018207793668045,0.6468543588310616,0.19506246408589756,0.32919384751189096,0.37915012932039993,0.9094606870038724,0.5801422217445525,0.09716406532750943,0.692402784501123,0.8376173849296361,0.1164555429005446,0.3003506628149327,0.9071070253133621,0.26888978674535335,0.610979779303298,0.7492463205339132,0.5791281737595402,0.14000799385613083,0.6088628502902991,0.5563160391316013,0.8986668640372166,0.6289142102934883,0.9891862232656642,0.26037544615022346,0.526762061873206,0.2065763562172982,0.7262681748493807,0.9586451395890632,0.8770203166175646,0.07911322150352174,0.9102246666748203,0.39839428942112354,0.14198140163581818,0.2625905248243693,0.09993746645775292,0.24395747290296732,0.5148811185754892,0.7110441009940514,0.44112358814843766,0.8054081223877643,0.7720446672749002,0.7494179173625073
user_5,Could be better,0,0.3856424978824937,0.2481139369330747,0.2735641924205532,0.5572451427080811,0.29629251741513185,0.5199288734534737,0.11699250621157464,0.40824472943797774,0.5666238144051908,0.5118551780425888,0.8119437866620501,0.7396898303063789,0.8648279415962642,0.1940846311870763,0.7722060835539775,0.4803479607323743,0.6716125517049503,0.9264402716419317,0.29257258012180176,0.3077093612969073,0.14486250224242725,0.597718989157623,0.9326566972344685,0.6369128034775889,0.9730400475664958,0.7525715506635255,0.7795264720361514,0.3625699298040326,0.5708105848776306,0.41744063896250416,0.3811966776223541,0.9608015790288742,0.6611908205586687,0.9395211848782394,0.6007453485506262,0.009477335364567185,0.2865462287519792,0.0863071217377871,0.27389037707262953,0.9722469661893257,0.4905388074120931,0.5459552742448833,0.973457164240996,0.01923442884668214,0.36762013179837116,0.6266147398078941,0.1971609614655888,0.4704981412597674,0.2113619498050593,0.7474631472088291,0.8297626438490382,0.3088373679427615,0.3884837376644087,0.5738403021140948,0.15403880149222615,0.0742477237793654,0.06297724376034342,0.965363387234506,0.811331226400573,0.9715447644864671,0.6145679878449899,0.013895221336308938,0.38385610617698596,0.899159373974446,0.7080152907425709,0.8672545979753643,0.4891766512740694,0.41178426342860397,0.7661311517142286,0.34317673646084257,0.04958999611910275,0.6088090301603715,0.24060493015230344,0.034933923378845266,0.45591578885028516,0.07883736780164619,0.8066865530015412,0.048853285466809115,0.5388866297699137,0.5339038943402594,0.7643341060561595,0.16186318616381268,0.3037787445777729,0.6631002247129406,0.0242111945491581,0.9695627919531142,0.38142106572952295,0.07280811183028624,0.13534079330712845,0.41361431903701973,0.33512089991143945,0.5412310557329953,0.6665553717564285,0.31197235279764834,0.3351298306118111,0.8004420689581938,0.4279822793365823
user_6,Very bad experience,1,0.5880054808082337,0.4868806751924507,0.6426044728463626,0.637500446145446,0.44460725348561103,0.24994666606136529,0.6660680817287415,0.427150028597715,0.3371813250282357,0.9682058577630209,0.14406394327725291,0.1607108084605896,0.5720761931103137,0.07633937981735972,0.7974682931036301,0.6457290205039224,0.20486540380062834,0.6112110346878126,0.5929601994733682,0.6097844641245481,0.4748535454438838,0.0171683638061485,0.4254496011322634,0.04753309920451221,0.025937489135912428,0.8980477203183643,0.5565692067879124,0.5090351841493403,0.2315750600789621,0.17347384426791612,0.0631589345912833,0.6553874318001305,0.38491382111401506,0.33297240248054094,0.3611374301545206,0.6180311511266445,0.7207611714400787,0.5537830240959413,0.7546845246824292,0.4892632440586103,0.18153596053686527,0.31363908522913864,0.9809175737428902,0.46322050612298327,0.8652737096929657,0.09649486070729907,0.7774016504913813,0.9530591530507058,0.4672914916124409,0.37319910229998454,0.4889479685280643,0.5182090547820051,0.06434113900398752,0.6949145602183991,0.33510386106184786,0.5174394911447534,0.4157762688598561,0.731528754417668,0.906731759713185,0.071259921124878,0.33424377405507333,0.5907851334445825,0.2926658407386885,0.8298112211725157,0.030811598711792176,0.7009040118469325,0.3947039399586013,0.42227339285371923,0.7120491545771472,0.7614377775409237,0.18949339981757551,0.8073570049036427,0.6172854526858297,0.7100121821310382,0.32901019486734195,0.25888558109579385,0.4560505996657397,0.9238425722722321,0.044541157837693524,0.31232724021548774,0.3847510426957893,0.7417301080027718,0.06808966352174384,0.8674695132680493,0.6585688729534185,0.5290369575219209,0.23403329112622062,0.9163749719018592,0.6181643374205411,0.1688804446855321,0.855327321847684,0.9882219374257967,0.7750736168565684,0.09652310881370041,0.9565414780433349,0.5025278265352509,0.5922890142896754
user_7,Could be better,1,0.8515040564585243,0.3385993541886462,0.5379037842126488,0.18587403801770175,0.7360425400503504,0.705956930338449,0.09934276744800774,0.8261340161227264,0.4735112546225698,0.1166036213003332,0.6072800628665721,0.4348573506551512,0.3843429207031709,0.13748621844995368,0.575574824342451,0.8430840037120652,0.9822460164574707,0.5609426255880996,0.15143156737298824,0.34194261253072533,0.2807355566428781,0.9956626172899194,0.8894652227812818,0.4789597862544823,0.9510872585269502,0.6513459321816315,0.7557161077241079,0.11674303539758868,0.9469665565720706,0.1371327304425164,0.5839901063180208,0.9135383456866658,0.6212005303254478,0.6027957823103217,0.23779421282126456,0.981635603751235,0.3051339867648739,0.7646102532969464,0.8999341779868201,0.5893002659684232,0.1692464741200882,0.2602309571863213,0.8013995879176994,0.5306961392244378,0.7297147640108153,0.04036728092018904,0.29672031438848046,0.7386271065560019,0.7022738213634431,0.45528414518711535,0.832994322936524,0.4349646908299988,0.17819255781810295,0.2532378819354125,0.776405220897459,0.131547408808389,0.6309983454848884,0.5710636929305957,0.2667046071491067,0.8056440788296052,0.3197183399920178,0.928395132768937,0.6638462080368885,0.01846714138246075,0.6233755491192465,0.9448779068459648,0.39739444630658416,0.008150685374921474,0.42770901796145633,0.9135024876859325,0.3315335697689542,0.9059264328128431,0.2754446085125958,0.20485305471208226,0.393052313003899,0.6266881835782504,0.2364605555504803,0.7010082125697276,0.5578267020035396,0.875484051880553,0.029230194581625568,0.41089645973800126,0.6723478329542998,0.6147834596158744,0.592422997348547,0.37154551893593435,0.17539427695312038,0.21091697158359535,0.3621258974560798,0.9974494634870639,0.4478189752663806,0.30298101765917573,0.49349681328257533,0.41654915182906227,0.17455787308803317,0.22571889518158272,0.2279354155585176
user_8,It was okay,1,0.8401051106487073,0.5109545245271704,0.4602128615663589,0.19386494559466838,0.4998433755464744,0.6026384248749544,0.7439553955334542,0.26644400367630194,0.7043327794567668,0.5179704016232449,0.7889418397372684,0.9965267856736374,0.10300398633513896,0.6522031720130651,0.40927495144460135,0.645868908460899,0.2237594479263949,0.08284114556756372,0.377760267038856,0.7202505352943008,0.41001036562176707,0.03467863027828266,0.5141519255379836,0.3887793788547488,0.9816635505280918,0.12646966780527202,0.6636855825661054,0.7249398247346954,0.3688719318845396,0.08022391925023653,0.40918091624187813,0.4115156618104082,0.35076224655657673,0.4073371288861327,0.7020848737005303,0.27423386375019076,0.10425695825380554,0.5644711182088158,0.49346716736881646,0.7255291685147042,0.7152015029007645,0.14242531341992404,0.5759252387385285,0.5015710879485002,0.7757764910106024,0.34798405684325473,0.6875865118258815,0.91709171348625,0.35119204234662593,0.6321296146351832,0.6798449368120483,0.8121662488101271,0.9247320684430459,0.9291456840182224,0.15351275183736335,0.4731766431445624,0.4839952463009447,0.6557532795781327,0.8006576974677563,0.5596259439159578,0.9156998217152865,0.8905258552460311,0.7936231985301915,0.038083875048541604,0.9656999073904913,0.9707017332007525,0.5039082052987689,0.9122417503129389,0.09247246693233924,0.6279786075049251,0.46648487779751435,0.005969512282353762,0.7906146936265127,0.7762072540566229,0.618708072812187,0.753426479776328,0.8836476055580651,0.15255309211021117,0.7019088229310231,0.07250051686891346,0.7146779851182323,0.6613893888758781,0.32604573209964527,0.6770330845029614,0.6738792599996579,0.9181090251599507,0.6812611154113589,0.5370114096686437,0.191976646702946,0.4002530597855628,0.2395136510798591,0.25750245383718706,0.4003053955363911,0.8238482522897942,0.2452453460899473,0.40728921356021364,0.7614788659154272
user_9,Not satisfied,0,0.05266068776537236,0.049077589633901186,0.7805852765809502,0.7759644464052745,0.9954496315047676,0.14142675851072983,0.69763568020577,0.8909941039584605,0.7213915015258421,0.6448267774661814,0.32634150417119157,0.6792512357783229,0.3719232723144529,0.05563476637167686,0.1536516069322179,0.06510763487041415,0.7438891210086176,0.23239064886415206,0.6571194578707878,0.1857794087406316,0.1904072648322569,0.5325740568059669,0.9468832810444319,0.14129193523881378,0.3256856994752908,0.6076102103858048,0.3598516602006243,0.7884042239482942,0.37768761879524715,0.24517104110686194,0.9827285412832529,0.45082296506035546,0.8482982176659087,0.7691329550775516,0.3337843244471762,0.421014038203705,0.3271665390158738,0.4607383644028703,0.7774807841693621,0.26058353873287987,0.8401743072871048,0.9617792238501288,0.04410671146129552,0.6939155272228357,0.6354472671014333,0.6718616535588975,0.5416880151596358,0.9415108562989868,0.3371641426983387,0.9072544560025482,0.13101841389254287,0.310538518279438,0.8893659886177092,0.627126913756413,0.1920962506381796,0.8166005073903292,0.4083790144337742,0.9697472902844377,0.15498995241600932,0.023163226891525168,0.1167163455023571,0.10240247876042419,0.27193951136810546,0.06434537477961044,0.8151873630697244,0.3988793611762532,0.15228105793276359,0.3076437972613514,0.00687714210612167,0.16998884611677,0.5882092120757785,0.9247462084001472,0.7307193199044066,0.08384735278568123,0.735077052899366,0.2888024578406494,0.7451199998282144,0.6751530438637682,0.5018126547374804,0.4232245966520529,0.0012931923612105045,0.23350239916579574,0.17408249707630186,0.007381507381910568,0.7622783552637624,0.38326318593313147,0.7252888159226976,0.10018048800010004,0.687350872746642,0.5789960635903252,0.501960165042763,0.24221309689319503,0.09247969899243402,0.18214719346103136,0.4655695596086935,0.6932400977597193,0.43108074905772076
user_10,I love it,1,0.3738949508736197,0.51547513906558,0.9218599148763609,0.5111823603625177,0.7937190543431317,0.23869887254734268,0.5688130364419985,0.8423767485781286,0.59501544515231,0.7582772366282609,0.18345648083400912,0.6755185060514678,0.3864456242540364,0.3609214694078333,0.600399129496047,0.25735044936823204,0.7616987594850296,0.3609835500937403,0.648814166919607,0.1301835153444425,0.3463133994307048,0.5838350112283649,0.41100210800392534,0.9809391015903374,0.8723118196323414,0.740151168919722,0.03244327909803446,0.9756104477771624,0.8934850046116893,0.5092446002037619,0.9138484333315268,0.6743028704379803,0.7232103700222211,0.4948683280980257,0.8883600175680645,0.6689979979228303,0.9877627264419945,0.3082938048390196,0.9640487287737639,0.2566782585417807,0.6400334536008,0.004977405732064399,0.14758848334566788,0.7127425087169603,0.8632874749769542,0.22681590114172778,0.8163043355731088,0.5427353222187221,0.32793832041233517,0.32064796044032984,0.7498875144682433,0.792132558640809,0.019925775391021028,0.7817209279610825,0.3952994631757234,0.10881761982530647,0.6458379758586532,0.4495400352411506,0.6795455951403271,0.836564203057331,0.20228890188074466,0.34586528957364193,0.9706609331710249,0.45527112927117297,0.21929606319097206,0.7438261769316028,0.16668346781928023,0.6299663307908758,0.6750324600932632,0.7245212997222403,0.21437033868849664,0.9847093609328726,0.39843526801589835,0.39225047062687424,0.9638816906601217,0.06381543469323414,0.38028411064918466,0.23952562630349605,0.6648449845846653,0.12053063805474884,0.2472406512065788,0.8169337086674477,0.27348054186271986,0.8637633519599995,0.40635655254243597,0.9123118974870843,0.34618371931828706,0.8406783392268399,0.4064940797327675,0.7723029621462352,0.1943423780070248,0.6631081797519908,0.6627955926446814,0.27593343855487884,0.9036562093238596,0.4268135094890346,0.6463790308227153
